tmin,tmax,speaker,message
2.0,6.0,Interviewer,Okay. So how have things been going for you lately?
6.0,22.0,Subject,"Things have been okay. Just a little stressed out over just adult things, I guess, like finding a job, how much money I can make, maximizing my time. And yeah, basically what I'm going through right now."
22.0,26.0,Interviewer,So you're trying to find a job right now?
26.0,67.0,Subject,"Yeah, specifically something that benefits me in the long run, so in terms of my career. So I want to be a data analyst, so I need a job that either helps pay for a master's, or something that could give me some quality data analysis experience, so that way I could apply to a PhD. Really depends on, I guess, what's available, and what will, I guess, allow me to join. But yeah, that's the big issue."
67.0,75.0,Interviewer,So what steps kind of have you been taking so far to move this process along?
75.0,145.0,Subject,"Well, I was just fixing my résumé. And so the two things that I would say that I have done that aren't the normative things that people do, I would say is, so I'm part of the American Statistical Association. So I join these meetings every now and then, so I can talk about that. But also I think that-- sorry, it was in my head, and for some reason it slipped out. Something that I do. Oh, and I'm part of this Coursera program sponsored by Google. It's to help you learn data analysis. So even though I've had some training in my undergrad years, I decided to do this as another certificate to say it's just like, ""Okay. This person has, I guess, what Google thinks he should know as a data analyst."" So yeah."
145.0,152.0,Interviewer,"Cool, wow. So how did you kind of come to the decision this is what you wanted to do?"
152.0,226.75,Subject,"So it was back when I was in undergrad. I really liked psychology, but I was also previously aware of if you don't have a specialty in psychology, it's very hard to find a job. So I was just like, ""Okay. What interests me besides psychology?"" And that's when I started taking math courses. And I hated math courses. I still hate math courses. But I like math, and statistics specifically. And so learning from my friends was always really fun. And I figured, ""I can pursue this as a career, considering how much enjoyment I get out of it."" And I guess I didn't let my feelings towards my classes navigate that. But yeah, no, I guess that's where it came from. I knew I enjoyed math, despite not liking my teachers and courses. So yeah. It's not--"
226.75,227.0,Interviewer,What--
227.0,249.0,Subject,"--very specific towards data analysis, because there's a lot more to the story. But I guess that's where the general interest came from, because I knew I had a very-- I was very curious and just overall interests in the field, so."
249.0,252.0,Interviewer,Can I hear a little bit more of what's behind the story?
252.0,384.0,Subject,"Sure, sure. So specifically, I wanted to do quantitative psychology. And it's not that far from data analysis. But I guess things have changed a bit. So I started out with that because my aunt was diagnosed with schizophrenia a long time ago, and that's what-- I was just in college, and when that happened I was shocked, because that was the first time I was learning about certain mental disorders. I was like, ""I need to do more research."" So I took psych courses. And as the years went by, I became interested in that, and really invested within the content of mental disorders. And as I mentioned, my friends, they were real statisticians working at Mount Sinai, working at NYU. They were really far into their career, but I guess since I was friends with them as they started, it was nice to see them talk about how they enjoyed their time there. And so the more I started talking, the more they started to teach me, and specifically what they were doing and the projects they were on and stuff like that. And so I guess that shifted me towards data analysis, because I did enjoy listening. I did enjoy learning it. And yeah, I mean, it was always between that or a quantitative psychologist, who I consider basically a data analyst, just from a different context. But yeah, I guess that's where the story really started. Yeah."
384.0,395.0,Interviewer,"Yeah, that makes sense. Wow. So you mentioned that you were interested in psychology, but that you didn't pursue it because you felt like you had to have a specialty in psychology."
395.0,396.0,Subject,"Right, [crosstalk]--"
396.0,398.0,Interviewer,Could you say a little bit more about what that means?
398.0,557.0,Subject,"Yeah, so I guess when I first decided to-- so when I came into college, I was a MD and on the MD track, and it wasn't very interesting to-- when I was taking these courses, they didn't really fulfil this [intellectual?] curiosity that I had. I was just there to memorize, and I didn't like that. I guess maybe it was because it was so fundamental, the concepts and everything, that it was hard for me to connect with the material. And when I took psychology, I guess because it connected to real life so easily, that's why I was just like, ""Oh wow, I can take from this experience. I can take from this person I saw on the train."" It was very interactive. And I guess that was enough to draw me. And when I told my parents that I was changing my majors to psychology, they were like, ""Oh, you're not going to find a job."" So I did more research, and it's true. It's very hard to find a job with a psychology major in a lot of places, career-wise. You can get a job right out of your bachelor's for data analysis; accounting, etc. But research is a little bit-- I mean, not research; psychology is a little bit harder. And yeah, and then when I did research, and I liked research, it was, I guess, a rabbit hole for my interest, because I just got deeper into it. And yeah, and I guess that's where I also developed my interest in stats and that whole field. So yeah, I don't know if I answered it as clearly as I would like to, but basically, it's just hard to find a job. It's harder to find a job with just a bachelor's in psychology. And so I figured, might as well get a minor in stats and let's see how that goes, I guess."
557.0,583.0,Interviewer,"Yeah, I think that makes a lot of sense. And maybe you can marry them at some point, your psychology interest with your stat interest, maybe down the road. So could you tell me a little bit more about the way in which your family situation was kind of impacting your interest, but also maybe just your school life in general?"
