tmin,tmax,speaker,message
2.0,6.0,Interviewer,So how have things been going for you lately?
6.0,13.0,Subject,Things are actually going pretty well. I'm moving out of my parents' house tomorrow.
13.0,15.0,Interviewer,"Well, that's exciting."
15.0,23.0,Subject,Yeah. So things have been going pretty good. I'm looking for a new job. Yeah.
23.0,29.0,Interviewer,Nice. And what types of jobs are you looking for or thinking about?
29.0,47.0,Subject,"I wanted to do something along the lines of case managing, but I kind of am just finding stuff in the field instead of that kind of exact position. Yeah."
47.0,50.0,Interviewer,So case managing in social work?
50.0,51.0,Subject,"Yeah, kind of. Yeah."
51.0,62.0,Interviewer,"Oh, cool. Wow. Is that something that you have known that you were interested in for a while, or is this a recent development?"
62.0,71.0,Subject,"No. So I graduated with a psychology degree. That's another thing that's going pretty well, actually. I just got my [inaudible] thing--"
71.0,77.0,Interviewer,"Yeah. Oh, my gosh, that's huge. Congrats."
77.0,123.0,Subject,"--in December. So yeah, I was kind of just looking for jobs in the psychology field. And I started off doing ABA therapy for kids with autism. I really, really enjoyed the work, but it's just really inconsistent. So I kind of need something that's a regular 9:00 to 5:00. Yeah, so I was kind of told about case managing through internships that I had. And yeah, I just kind of did a big job search and found a bunch of stuff that's similar and related."
123.0,140.0,Interviewer,"That's awesome. Wow. Oh, therapy sounds so cool. I feel like I've been doing this job now for a while, and we don't have any therapy opportunity or anything like that. That's so awesome. Was that through a lab, or was that through a university? Or how did that work?"
140.0,143.0,Subject,"No, I found it on Indeed. [laughter] "
143.0,147.0,Interviewer,I didn't check out Indeed. [laughter]
147.0,197.0,Subject,"Yeah. I mean it's an entry-level position. You just do a 40-hour training, and then you basically start. I didn't get my certificate, but you could and you'd get paid more. Yeah. So I mean I think pretty obviously, working with children with autism has its upsides and downsides. But the case that I was on right now, the kids are going on vacation. But the case I'm on, they're very high functioning, so it's not that bad. But the first case I was ever on was a lot more difficult. But, yeah."
197.0,203.0,Interviewer,Yeah. What were some of the challenges that you experienced with working with these autism children?
